content,score,clean_text,token,stopword_removal,stemming
Update baru justru membuat aplikasi semakin jelek dan menyusahkan user dalam apply kerja tidak seperti dulu,1,update baru justru membuat aplikasi semakin jelek dan menyusahkan user dalam apply kerja tidak seperti dulu,"['update', 'baru', 'justru', 'membuat', 'aplikasi', 'semakin', 'jelek', 'dan', 'menyusahkan', 'user', 'dalam', 'apply', 'kerja', 'tidak', 'seperti', 'dulu']","['update', 'baru', 'justru', 'membuat', 'aplikasi', 'semakin', 'jelek', 'menyusahkan', 'user', 'apply', 'kerja', 'dulu']","['update', 'baru', 'justru', 'buat', 'aplikasi', 'makin', 'jelek', 'susah', 'user', 'apply', 'kerja', 'dulu']"
000000000000000⁰⁰⁰0⁰000⁰ug cc,5,⁰⁰⁰⁰⁰ug cc,"['⁰⁰⁰⁰⁰ug', 'cc']","['⁰⁰⁰⁰⁰ug', 'cc']","['ug', 'cc']"
"Ada gangguan apa gimna saya masuk ga bisa, loading trrus",1,ada gangguan apa gimna saya masuk ga bisa loading trrus,"['ada', 'gangguan', 'apa', 'gimna', 'saya', 'masuk', 'ga', 'bisa', 'loading', 'trrus']","['gangguan', 'apa', 'gimna', 'masuk', 'ga', 'loading', 'trrus']","['ganggu', 'apa', 'gimna', 'masuk', 'ga', 'loading', 'trrus']"
Masih menunggu hasil dan bukti,4,masih menunggu hasil dan bukti,"['masih', 'menunggu', 'hasil', 'dan', 'bukti']","['menunggu', 'hasil', 'bukti']","['tunggu', 'hasil', 'bukti']"
Lowongan banyak di isi para headhunter,4,lowongan banyak di isi para headhunter,"['lowongan', 'banyak', 'di', 'isi', 'para', 'headhunter']","['lowongan', 'banyak', 'isi', 'headhunter']","['lowong', 'banyak', 'isi', 'headhunter']"
Kenapa jobstreet setelah pembaruan tidak bisa log in?,3,kenapa jobstreet setelah pembaruan tidak bisa log in,"['kenapa', 'jobstreet', 'setelah', 'pembaruan', 'tidak', 'bisa', 'log', 'in']","['jobstreet', 'pembaruan', 'log', 'in']","['jobstreet', 'baru', 'log', 'in']"
Jelek jobstreet yang sekaarang mau log in aja lelet banget gabisa masuk gausalah di alihin ke web lamaa !!!!!!,1,jelek jobstreet yang sekaarang mau log in aja lelet banget gabisa masuk gausalah di alihin ke web lamaa,"['jelek', 'jobstreet', 'yang', 'sekaarang', 'mau', 'log', 'in', 'aja', 'lelet', 'banget', 'gabisa', 'masuk', 'gausalah', 'di', 'alihin', 'ke', 'web', 'lamaa']","['jelek', 'jobstreet', 'sekaarang', 'mau', 'log', 'in', 'aja', 'lelet', 'banget', 'gabisa', 'masuk', 'gausalah', 'alihin', 'web', 'lamaa']","['jelek', 'jobstreet', 'sekaarang', 'mau', 'log', 'in', 'aja', 'lelet', 'banget', 'gabisa', 'masuk', 'gausalah', 'alihin', 'web', 'lamaa']"
Setelah di update aplikasinya. Lelettttttr bangat,1,setelah di update aplikasinya lelettttttr bangat,"['setelah', 'di', 'update', 'aplikasinya', 'lelettttttr', 'bangat']","['update', 'aplikasinya', 'lelettttttr', 'bangat']","['update', 'aplikasi', 'lelettttttr', 'bangat']"
"Kacau, setlah update 18nov kemaren, yg berubah hanya tampilan. Info tentang perusahaan hilang, padahal itu sangat penting. membuat kami ragu ""ini perusahaan apa"",""bergerak dibidang apa"", bagian penting itu malah hilang, digantikan dengan video yutub yg kegunaannya minim sekali. Tolong info perusahaan n persyaratan pendidikan ditampilkan kembali. Jobstreet terkenal krn informasinya lengkap dan valid,skrg malah spti ikutan mau jadi penipu loker dgn menhilangkan bagian penting. Tolong perbaiki pak",1,kacau setlah update nov kemaren yg berubah hanya tampilan info tentang perusahaan hilang padahal itu sangat penting membuat kami ragu ini perusahaan apabergerak dibidang apa bagian penting itu malah hilang digantikan dengan video yutub yg kegunaannya minim sekali tolong info perusahaan n persyaratan pendidikan ditampilkan kembali jobstreet terkenal krn informasinya lengkap dan validskrg malah spti ikutan mau jadi penipu loker dgn menhilangkan bagian penting tolong perbaiki pak,"['kacau', 'setlah', 'update', 'nov', 'kemaren', 'yg', 'berubah', 'hanya', 'tampilan', 'info', 'tentang', 'perusahaan', 'hilang', 'padahal', 'itu', 'sangat', 'penting', 'membuat', 'kami', 'ragu', 'ini', 'perusahaan', 'apabergerak', 'dibidang', 'apa', 'bagian', 'penting', 'itu', 'malah', 'hilang', 'digantikan', 'dengan', 'video', 'yutub', 'yg', 'kegunaannya', 'minim', 'sekali', 'tolong', 'info', 'perusahaan', 'n', 'persyaratan', 'pendidikan', 'ditampilkan', 'kembali', 'jobstreet', 'terkenal', 'krn', 'informasinya', 'lengkap', 'dan', 'validskrg', 'malah', 'spti', 'ikutan', 'mau', 'jadi', 'penipu', 'loker', 'dgn', 'menhilangkan', 'bagian', 'penting', 'tolong', 'perbaiki', 'pak']","['kacau', 'setlah', 'update', 'nov', 'kemaren', 'yg', 'berubah', 'tampilan', 'info', 'perusahaan', 'hilang', 'padahal', 'sangat', 'penting', 'membuat', 'ragu', 'perusahaan', 'apabergerak', 'dibidang', 'apa', 'bagian', 'penting', 'malah', 'hilang', 'digantikan', 'video', 'yutub', 'yg', 'kegunaannya', 'minim', 'sekali', 'info', 'perusahaan', 'n', 'persyaratan', 'pendidikan', 'ditampilkan', 'jobstreet', 'terkenal', 'krn', 'informasinya', 'lengkap', 'validskrg', 'malah', 'spti', 'ikutan', 'mau', 'jadi', 'penipu', 'loker', 'dgn', 'menhilangkan', 'bagian', 'penting', 'perbaiki', 'pak']","['kacau', 'set', 'update', 'nov', 'kemaren', 'yg', 'ubah', 'tampil', 'info', 'usaha', 'hilang', 'padahal', 'sangat', 'penting', 'buat', 'ragu', 'usaha', 'apabergerak', 'bidang', 'apa', 'bagi', 'penting', 'malah', 'hilang', 'ganti', 'video', 'yutub', 'yg', 'guna', 'minim', 'sekali', 'info', 'usaha', 'n', 'syarat', 'didik', 'tampil', 'jobstreet', 'kenal', 'krn', 'informasi', 'lengkap', 'validskrg', 'malah', 'spti', 'ikut', 'mau', 'jadi', 'tipu', 'loker', 'dgn', 'menhilangkan', 'bagi', 'penting', 'baik', 'pak']"
"Sekarang ribet,drpd yg dulu",2,sekarang ribetdrpd yg dulu,"['sekarang', 'ribetdrpd', 'yg', 'dulu']","['sekarang', 'ribetdrpd', 'yg', 'dulu']","['sekarang', 'ribetdrpd', 'yg', 'dulu']"
Recom buat para pencari kerja,5,recom buat para pencari kerja,"['recom', 'buat', 'para', 'pencari', 'kerja']","['recom', 'buat', 'pencari', 'kerja']","['recom', 'buat', 'cari', 'kerja']"
Gak bisa log in. Loading terus,1,gak bisa log in loading terus,"['gak', 'bisa', 'log', 'in', 'loading', 'terus']","['gak', 'log', 'in', 'loading', 'terus']","['gak', 'log', 'in', 'loading', 'terus']"
"Habis diupdate malah mau login malah buffering , padahal jaringan bagus",1,habis diupdate malah mau login malah buffering  padahal jaringan bagus,"['habis', 'diupdate', 'malah', 'mau', 'login', 'malah', 'buffering', 'padahal', 'jaringan', 'bagus']","['habis', 'diupdate', 'malah', 'mau', 'login', 'malah', 'buffering', 'padahal', 'jaringan', 'bagus']","['habis', 'diupdate', 'malah', 'mau', 'login', 'malah', 'buffering', 'padahal', 'jaring', 'bagus']"
"Aplikasi yang Okey dan Real untuk job seeker,saya sudah 3x dapat job dari aplikasi Jobstreet.Thx U Jobstreet👍🙏",5,aplikasi yang okey dan real untuk job seekersaya sudah x dapat job dari aplikasi jobstreetthx u jobstreet👍🙏,"['aplikasi', 'yang', 'okey', 'dan', 'real', 'untuk', 'job', 'seekersaya', 'sudah', 'x', 'dapat', 'job', 'dari', 'aplikasi', 'jobstreetthx', 'u', 'jobstreet👍🙏']","['aplikasi', 'okey', 'real', 'job', 'seekersaya', 'x', 'job', 'aplikasi', 'jobstreetthx', 'u', 'jobstreet👍🙏']","['aplikasi', 'okey', 'real', 'job', 'seekersaya', 'x', 'job', 'aplikasi', 'jobstreetthx', 'u', 'jobstreet']"
nice,5,nice,['nice'],['nice'],['nice']
Mantaf,5,mantaf,['mantaf'],['mantaf'],['mantaf']
Setelah update aplikasi logout sendiri.Aplikasi sudah tidak bagus untuk digunakan.Karena seringkali Update.,1,setelah update aplikasi logout sendiriaplikasi sudah tidak bagus untuk digunakankarena seringkali update,"['setelah', 'update', 'aplikasi', 'logout', 'sendiriaplikasi', 'sudah', 'tidak', 'bagus', 'untuk', 'digunakankarena', 'seringkali', 'update']","['update', 'aplikasi', 'logout', 'sendiriaplikasi', 'bagus', 'digunakankarena', 'seringkali', 'update']","['update', 'aplikasi', 'logout', 'sendiriaplikasi', 'bagus', 'digunakankarena', 'seringkali', 'update']"
Ko ngga bisa login yha,3,ko ngga bisa login yha,"['ko', 'ngga', 'bisa', 'login', 'yha']","['ko', 'ngga', 'login', 'yha']","['ko', 'ngga', 'login', 'yha']"
"Filterannya tolong benerin, saya filter daerah tangerang dan berdasarkan lowongan terbaru eh yg keluar malah daerah jakarta dan jawabarat kalau untuk berdasarkan lowongan terbarunya dah oke muncul sesuai request tp untuk wilayahnya masih ngaco.",2,filterannya tolong benerin saya filter daerah tangerang dan berdasarkan lowongan terbaru eh yg keluar malah daerah jakarta dan jawabarat kalau untuk berdasarkan lowongan terbarunya dah oke muncul sesuai request tp untuk wilayahnya masih ngaco,"['filterannya', 'tolong', 'benerin', 'saya', 'filter', 'daerah', 'tangerang', 'dan', 'berdasarkan', 'lowongan', 'terbaru', 'eh', 'yg', 'keluar', 'malah', 'daerah', 'jakarta', 'dan', 'jawabarat', 'kalau', 'untuk', 'berdasarkan', 'lowongan', 'terbarunya', 'dah', 'oke', 'muncul', 'sesuai', 'request', 'tp', 'untuk', 'wilayahnya', 'masih', 'ngaco']","['filterannya', 'benerin', 'filter', 'daerah', 'tangerang', 'berdasarkan', 'lowongan', 'terbaru', 'eh', 'yg', 'keluar', 'malah', 'daerah', 'jakarta', 'jawabarat', 'kalau', 'berdasarkan', 'lowongan', 'terbarunya', 'dah', 'oke', 'muncul', 'sesuai', 'request', 'tp', 'wilayahnya', 'ngaco']","['filter', 'benerin', 'filter', 'daerah', 'tangerang', 'dasar', 'lowong', 'baru', 'eh', 'yg', 'keluar', 'malah', 'daerah', 'jakarta', 'jawabarat', 'kalau', 'dasar', 'lowong', 'baru', 'dah', 'oke', 'muncul', 'sesuai', 'request', 'tp', 'wilayah', 'ngaco']"
"thanks for jobstreets,good jobs",5,thanks for jobstreetsgood jobs,"['thanks', 'for', 'jobstreetsgood', 'jobs']","['thanks', 'for', 'jobstreetsgood', 'jobs']","['thanks', 'for', 'jobstreetsgood', 'jobs']"
Ok,5,ok,['ok'],[],[]
Kena sesudah upgrade tidak bisa masuk malah louding terus kaya hp ga ada internetnya,2,kena sesudah upgrade tidak bisa masuk malah louding terus kaya hp ga ada internetnya,"['kena', 'sesudah', 'upgrade', 'tidak', 'bisa', 'masuk', 'malah', 'louding', 'terus', 'kaya', 'hp', 'ga', 'ada', 'internetnya']","['kena', 'upgrade', 'masuk', 'malah', 'louding', 'terus', 'kaya', 'hp', 'ga', 'internetnya']","['kena', 'upgrade', 'masuk', 'malah', 'louding', 'terus', 'kaya', 'hp', 'ga', 'internetnya']"
good,5,good,['good'],['good'],['good']
Saya 2 kali kerja karna aplikasi ini dn perusahaanya PT besar,5,saya  kali kerja karna aplikasi ini dn perusahaanya pt besar,"['saya', 'kali', 'kerja', 'karna', 'aplikasi', 'ini', 'dn', 'perusahaanya', 'pt', 'besar']","['kali', 'kerja', 'karna', 'aplikasi', 'dn', 'perusahaanya', 'pt', 'besar']","['kali', 'kerja', 'karna', 'aplikasi', 'dn', 'perusahaanya', 'pt', 'besar']"
"Loadingnya lamaaaaaa..... aplikasinya makin berat... udah gitu gak praktis,waktu mau kirim lamaran harus 4 x klik, bagusan yg sebelumnya sekali klik langsung terkirim",1,loadingnya lamaaaaaa aplikasinya makin berat udah gitu gak praktiswaktu mau kirim lamaran harus  x klik bagusan yg sebelumnya sekali klik langsung terkirim,"['loadingnya', 'lamaaaaaa', 'aplikasinya', 'makin', 'berat', 'udah', 'gitu', 'gak', 'praktiswaktu', 'mau', 'kirim', 'lamaran', 'harus', 'x', 'klik', 'bagusan', 'yg', 'sebelumnya', 'sekali', 'klik', 'langsung', 'terkirim']","['loadingnya', 'lamaaaaaa', 'aplikasinya', 'makin', 'berat', 'udah', 'gitu', 'gak', 'praktiswaktu', 'mau', 'kirim', 'lamaran', 'x', 'klik', 'bagusan', 'yg', 'sebelumnya', 'sekali', 'klik', 'langsung', 'terkirim']","['loadingnya', 'lamaaaaaa', 'aplikasi', 'makin', 'berat', 'udah', 'gitu', 'gak', 'praktiswaktu', 'mau', 'kirim', 'lamar', 'x', 'klik', 'bagus', 'yg', 'belum', 'sekali', 'klik', 'langsung', 'kirim']"
Ini kenapa akun saya tiba2 tidak bisa digunakan ? ...tidak bisa login ? ...,1,ini kenapa akun saya tiba tidak bisa digunakan  tidak bisa login,"['ini', 'kenapa', 'akun', 'saya', 'tiba', 'tidak', 'bisa', 'digunakan', 'tidak', 'bisa', 'login']","['akun', 'tiba', 'digunakan', 'login']","['akun', 'tiba', 'guna', 'login']"
Semoga makin luar biasa,5,semoga makin luar biasa,"['semoga', 'makin', 'luar', 'biasa']","['semoga', 'makin', 'luar', 'biasa']","['moga', 'makin', 'luar', 'biasa']"
Sangat membantu para pencari kerja,5,sangat membantu para pencari kerja,"['sangat', 'membantu', 'para', 'pencari', 'kerja']","['sangat', 'membantu', 'pencari', 'kerja']","['sangat', 'bantu', 'cari', 'kerja']"
"tampilannya kurang enak, enakan sebelum update",3,tampilannya kurang enak enakan sebelum update,"['tampilannya', 'kurang', 'enak', 'enakan', 'sebelum', 'update']","['tampilannya', 'kurang', 'enak', 'enakan', 'update']","['tampil', 'kurang', 'enak', 'enak', 'update']"
Knp adain upload surat lamaran!! setiap user kan surat lamarannya udah jadi satu sama cv resum berbentuk pdf. Upload surat lamaran lagi malah bikin lama...button upload surat lamaran di tutup aja develop.,2,knp adain upload surat lamaran setiap user kan surat lamarannya udah jadi satu sama cv resum berbentuk pdf upload surat lamaran lagi malah bikin lamabutton upload surat lamaran di tutup aja develop,"['knp', 'adain', 'upload', 'surat', 'lamaran', 'setiap', 'user', 'kan', 'surat', 'lamarannya', 'udah', 'jadi', 'satu', 'sama', 'cv', 'resum', 'berbentuk', 'pdf', 'upload', 'surat', 'lamaran', 'lagi', 'malah', 'bikin', 'lamabutton', 'upload', 'surat', 'lamaran', 'di', 'tutup', 'aja', 'develop']","['knp', 'adain', 'upload', 'surat', 'lamaran', 'user', 'kan', 'surat', 'lamarannya', 'udah', 'jadi', 'satu', 'sama', 'cv', 'resum', 'berbentuk', 'pdf', 'upload', 'surat', 'lamaran', 'malah', 'bikin', 'lamabutton', 'upload', 'surat', 'lamaran', 'tutup', 'aja', 'develop']","['knp', 'adain', 'upload', 'surat', 'lamar', 'user', 'kan', 'surat', 'lamar', 'udah', 'jadi', 'satu', 'sama', 'cv', 'resum', 'bentuk', 'pdf', 'upload', 'surat', 'lamar', 'malah', 'bikin', 'lamabutton', 'upload', 'surat', 'lamar', 'tutup', 'aja', 'develop']"
Akun hilang setelah update,1,akun hilang setelah update,"['akun', 'hilang', 'setelah', 'update']","['akun', 'hilang', 'update']","['akun', 'hilang', 'update']"
"Kacau semenjak update ke versi terbaru data ilang, ngga bs masuk",1,kacau semenjak update ke versi terbaru data ilang ngga bs masuk,"['kacau', 'semenjak', 'update', 'ke', 'versi', 'terbaru', 'data', 'ilang', 'ngga', 'bs', 'masuk']","['kacau', 'semenjak', 'update', 'versi', 'terbaru', 'data', 'ilang', 'ngga', 'bs', 'masuk']","['kacau', 'semenjak', 'update', 'versi', 'baru', 'data', 'ilang', 'ngga', 'bs', 'masuk']"
"Belum ada yang berani telpon langsung calon si pekerja, bisa saja ada yg berpotensi diterima. Tapi, saat ini, masih ada terlalu bertele2 perekrutsnnya",3,belum ada yang berani telpon langsung calon si pekerja bisa saja ada yg berpotensi diterima tapi saat ini masih ada terlalu bertele perekrutsnnya,"['belum', 'ada', 'yang', 'berani', 'telpon', 'langsung', 'calon', 'si', 'pekerja', 'bisa', 'saja', 'ada', 'yg', 'berpotensi', 'diterima', 'tapi', 'saat', 'ini', 'masih', 'ada', 'terlalu', 'bertele', 'perekrutsnnya']","['berani', 'telpon', 'langsung', 'calon', 'si', 'pekerja', 'yg', 'berpotensi', 'diterima', 'terlalu', 'bertele', 'perekrutsnnya']","['berani', 'telpon', 'langsung', 'calon', 'si', 'kerja', 'yg', 'potensi', 'terima', 'terlalu', 'tele', 'perekrutsnnya']"
"Parah .. aplikasi di hp logout sendiri, setelah di install ulang diplaystore malah ngga mau nginstall Buka selalu lewat web Setelah update sistem 18 nov 2023, aplikasi malah kacau akun ilang suruh daftar ulang, pas bs masuk dg email sebelumnya malah data blank kaya daftar pengguna baru lagi, history dll bersih ... Hadeeeuh",1,parah  aplikasi di hp logout sendiri setelah di install ulang diplaystore malah ngga mau nginstall buka selalu lewat web setelah update sistem  nov  aplikasi malah kacau akun ilang suruh daftar ulang pas bs masuk dg email sebelumnya malah data blank kaya daftar pengguna baru lagi history dll bersih  hadeeeuh,"['parah', 'aplikasi', 'di', 'hp', 'logout', 'sendiri', 'setelah', 'di', 'install', 'ulang', 'diplaystore', 'malah', 'ngga', 'mau', 'nginstall', 'buka', 'selalu', 'lewat', 'web', 'setelah', 'update', 'sistem', 'nov', 'aplikasi', 'malah', 'kacau', 'akun', 'ilang', 'suruh', 'daftar', 'ulang', 'pas', 'bs', 'masuk', 'dg', 'email', 'sebelumnya', 'malah', 'data', 'blank', 'kaya', 'daftar', 'pengguna', 'baru', 'lagi', 'history', 'dll', 'bersih', 'hadeeeuh']","['parah', 'aplikasi', 'hp', 'logout', 'sendiri', 'install', 'ulang', 'diplaystore', 'malah', 'ngga', 'mau', 'nginstall', 'buka', 'selalu', 'lewat', 'web', 'update', 'sistem', 'nov', 'aplikasi', 'malah', 'kacau', 'akun', 'ilang', 'suruh', 'daftar', 'ulang', 'pas', 'bs', 'masuk', 'dg', 'email', 'sebelumnya', 'malah', 'data', 'blank', 'kaya', 'daftar', 'pengguna', 'baru', 'history', 'bersih', 'hadeeeuh']","['parah', 'aplikasi', 'hp', 'logout', 'sendiri', 'install', 'ulang', 'diplaystore', 'malah', 'ngga', 'mau', 'nginstall', 'buka', 'selalu', 'lewat', 'web', 'update', 'sistem', 'nov', 'aplikasi', 'malah', 'kacau', 'akun', 'ilang', 'suruh', 'daftar', 'ulang', 'pas', 'bs', 'masuk', 'dg', 'email', 'belum', 'malah', 'data', 'blank', 'kaya', 'daftar', 'guna', 'baru', 'history', 'bersih', 'hadeeeuh']"
"Udah bagus yang lama, malah maksa suruh update. Sekarang login aja susah, mana design tampilannya kaya buatan anak sd",1,udah bagus yang lama malah maksa suruh update sekarang login aja susah mana design tampilannya kaya buatan anak sd,"['udah', 'bagus', 'yang', 'lama', 'malah', 'maksa', 'suruh', 'update', 'sekarang', 'login', 'aja', 'susah', 'mana', 'design', 'tampilannya', 'kaya', 'buatan', 'anak', 'sd']","['udah', 'bagus', 'lama', 'malah', 'maksa', 'suruh', 'update', 'sekarang', 'login', 'aja', 'susah', 'mana', 'design', 'tampilannya', 'kaya', 'buatan', 'anak', 'sd']","['udah', 'bagus', 'lama', 'malah', 'maksa', 'suruh', 'update', 'sekarang', 'login', 'aja', 'susah', 'mana', 'design', 'tampil', 'kaya', 'buat', 'anak', 'sd']"
Kenapa jadi di web sekarang?? gak enak banget pakainya,2,kenapa jadi di web sekarang gak enak banget pakainya,"['kenapa', 'jadi', 'di', 'web', 'sekarang', 'gak', 'enak', 'banget', 'pakainya']","['jadi', 'web', 'sekarang', 'gak', 'enak', 'banget', 'pakainya']","['jadi', 'web', 'sekarang', 'gak', 'enak', 'banget', 'pakai']"
Jobstreet semakin baik dan bermutu juga tepat sasaran Terimakasih,5,jobstreet semakin baik dan bermutu juga tepat sasaran terimakasih,"['jobstreet', 'semakin', 'baik', 'dan', 'bermutu', 'juga', 'tepat', 'sasaran', 'terimakasih']","['jobstreet', 'semakin', 'baik', 'bermutu', 'tepat', 'sasaran', 'terimakasih']","['jobstreet', 'makin', 'baik', 'mutu', 'tepat', 'sasar', 'terimakasih']"
Memudahkan para pencari kerja untuk mendapatkan pekerjaan sesuai kemampuannya..,5,memudahkan para pencari kerja untuk mendapatkan pekerjaan sesuai kemampuannya,"['memudahkan', 'para', 'pencari', 'kerja', 'untuk', 'mendapatkan', 'pekerjaan', 'sesuai', 'kemampuannya']","['memudahkan', 'pencari', 'kerja', 'mendapatkan', 'pekerjaan', 'sesuai', 'kemampuannya']","['mudah', 'cari', 'kerja', 'dapat', 'kerja', 'sesuai', 'mampu']"
Sangat membantu,5,sangat membantu,"['sangat', 'membantu']","['sangat', 'membantu']","['sangat', 'bantu']"
Level jabatan kenapa dihilangkan? Saya suka cek karena itu penting. Kadang nama jabatan yg dipasang diloker itu gak sesuai dengan level jabatannya. Update yg bener bro,3,level jabatan kenapa dihilangkan saya suka cek karena itu penting kadang nama jabatan yg dipasang diloker itu gak sesuai dengan level jabatannya update yg bener bro,"['level', 'jabatan', 'kenapa', 'dihilangkan', 'saya', 'suka', 'cek', 'karena', 'itu', 'penting', 'kadang', 'nama', 'jabatan', 'yg', 'dipasang', 'diloker', 'itu', 'gak', 'sesuai', 'dengan', 'level', 'jabatannya', 'update', 'yg', 'bener', 'bro']","['level', 'jabatan', 'dihilangkan', 'suka', 'cek', 'penting', 'kadang', 'nama', 'jabatan', 'yg', 'dipasang', 'diloker', 'gak', 'sesuai', 'level', 'jabatannya', 'update', 'yg', 'bener', 'bro']","['level', 'jabat', 'hilang', 'suka', 'cek', 'penting', 'kadang', 'nama', 'jabat', 'yg', 'pasang', 'diloker', 'gak', 'sesuai', 'level', 'jabat', 'update', 'yg', 'bener', 'bro']"
"Abis update malah kurang bagus dan aneh jadinya, lebih bagus sebelum di update",1,abis update malah kurang bagus dan aneh jadinya lebih bagus sebelum di update,"['abis', 'update', 'malah', 'kurang', 'bagus', 'dan', 'aneh', 'jadinya', 'lebih', 'bagus', 'sebelum', 'di', 'update']","['abis', 'update', 'malah', 'kurang', 'bagus', 'aneh', 'jadinya', 'lebih', 'bagus', 'update']","['abis', 'update', 'malah', 'kurang', 'bagus', 'aneh', 'jadi', 'lebih', 'bagus', 'update']"
